0.3,0.4,0.5,0.6,1,1.5,3,"4,5",6
-42,-37,-35,-43,-33,-39,-42,-49,-52
-38,-38,-35,-42,-38,-38,-41,-47,-52
-40,-38,-38,-41,-35,-50,-40,-49,-52
-37,-37,-35,-39,-33,-39,-41,-44,-53
-39,-40,-37,-40,-33,-37,-46,-43,-52
-41,-38,-36,-42,-36,-40,-42,-50,-50
-39,-37,-38,-40,-34,-47,-41,-49,-53
-39,-38,-36,-40,-34,-42,-41,-50,-54
-40,-36,-35,-40,-37,-40,-49,-48,-56
-39,-39,-36,-40,-33,-40,-44,-48,-53
-42,-37,-37,-39,-37,-40,-48,-50,-53
-40,-39,-36,-40,-33,-39,-43,-54,-52
-39,-37,-34,-41,-34,-40,-46,-48,-52
-37,-37,-35,-40,-35,-39,-42,-49,-52
-40,-37,-37,-39,-36,-39,-42,-48,-52
-41,-36,-37,-41,-35,-38,-47,-51,-51
-39,-37,-35,-42,-34,-39,-42,-43,-47
-41,-38,-39,-40,-34,-41,-41,-46,-53
-39,-38,-39,-39,-35,-39,-45,-43,-54
-54,-38,-36,-40,-36,-39,-42,-49,-53
-39,-38,-36,-42,-35,-38,-42,-51,-56
-41,-35,-36,-41,-37,-40,-41,-42,-53
-41,-38,-35,-40,-34,-41,-42,-50,-52
-41,-38,-36,-43,-36,-38,-47,-46,-53
-43,-37,-38,-42,-34,-39,-39,-44,-52
-42,-37,-37,-39,-34,-39,-41,-56,-54
-44,-37,-37,-40,-35,-39,-42,-50,-53
-43,-38,-38,-40,-36,-40,-46,-43,-52
-42,-38,-37,-42,-37,-38,-42,-43,-56
-47,-38,-37,-41,-35,-40,-41,-43,-53
-41,-37,-37,-40,-36,-39,-48,-44,-54
-40,-39,-37,-40,-38,-36,-41,-47,-53
-39,-39,-37,-41,-40,-38,-47,-49,-53
-39,-38,-35,-41,-42,-42,-42,-44,-52
-37,-37,-37,-40,-39,-41,-42,-48,-53
-40,-37,-37,-40,-39,-41,-41,-43,-52
-38,-40,-34,-40,-40,-40,-48,-49,-53
-39,-37,-38,-38,-42,-40,-41,-49,-53
-39,-38,-37,-40,-39,-40,-41,-48,-53
-38,-37,-36,-39,-41,-40,-41,-43,-56
-41,-38,-37,-42,-42,-40,-41,-43,-53
-42,-38,-36,-40,-40,-40,-49,-50,-53
-39,-39,-36,-40,-40,-39,-46,-50,-52
-40,-37,-38,-40,-38,-39,-43,-44,-53
-40,-38,-36,-40,-40,-38,-43,-49,-54
-40,-38,-38,-38,-41,-39,-42,-48,-51
-47,-37,-40,-39,-42,-40,-40,-50,-52
-40,-37,-39,-40,-40,-38,-46,-49,-51
-41,-38,-39,-38,-40,-40,-41,-49,-57
-46,-37,-39,-39,-40,-41,-48,-50,-54
-40,-40,-39,-39,-39,-39,-41,-43,-52
-43,-38,-39,-39,-40,-40,-41,-44,-52
-40,-38,-39,-39,-41,-37,-42,-43,-55
-42,-37,-39,-37,-40,-40,-42,-48,-53
-42,-38,-43,-45,-48,-37,-40,-48,-53
-42,-40,-36,-37,-40,-37,-40,-45,-54
-40,-37,-38,-37,-41,-37,-41,-44,-54
-39,-38,-36,-37,-39,-38,-41,-44,-55
-41,-37,-36,-36,-41,-38,-41,-42,-53
-40,-39,-36,-37,-40,-38,-41,-45,-54
-41,-37,-36,-36,-41,-42,-41,-44,-54
-44,-37,-38,-37,-40,-40,-43,-44,-53
-43,-39,-39,-38,-37,-39,-39,-43,-51
-41,-37,-37,-38,-39,-40,-41,-44,-53
-46,-41,-34,-37,-39,-39,-40,-48,-56
-49,-38,-38,-39,-35,-43,-41,-48,-56
-40,-37,-41,-38,-38,-41,-41,-48,-53
-48,-37,-43,-37,-32,-39,-47,-44,-53
-39,-38,-42,-37,-33,-41,-47,-49,-53
-40,-38,-39,-40,-33,-38,-41,-50,-53
-48,-37,-38,-38,-33,-41,-42,-50,-52
-42,-39,-37,-38,-36,-35,-42,-50,-53
-39,-39,-37,-38,-34,-37,-41,-44,-52
-38,-41,-36,-38,-33,-37,-41,-49,-52
-40,-37,-36,-37,-34,-42,-42,-48,-52
-46,-39,-38,-37,-34,-40,-42,-44,-52
-40,-40,-39,-37,-35,-40,-47,-43,-54
-41,-37,-37,-39,-36,-43,-41,-44,-52
-39,-37,-40,-39,-37,-40,-42,-51,-53
-40,-41,-36,-39,-36,-41,-42,-48,-54
-39,-38,-41,-38,-33,-40,-46,-43,-51
-40,-38,-39,-39,-37,-41,-47,-49,-53
-39,-37,-38,-38,-36,-49,-42,-47,-52
-38,-37,-38,-40,-37,-40,-42,-45,-53
-40,-40,-40,-41,-37,-40,-51,-42,-53
-38,-37,-38,-38,-35,-39,-42,-47,-53
-40,-38,-38,-40,-34,-40,-41,-48,-53
-41,-37,-37,-37,-34,-42,-41,-49,-52
-40,-39,-37,-38,-34,-42,-41,-44,-52
-42,-36,-40,-38,-34,-40,-45,-48,-53
-43,-39,-37,-39,-34,-39,-42,-46,-52
-42,-38,-38,-38,-33,-43,-41,-47,-52
-46,-38,-39,-38,-34,-40,-41,-51,-52
-44,-39,-38,-40,-37,-39,-41,-43,-53
-47,-37,-39,-37,-35,-40,-41,-44,-52
-40,-37,-39,-38,-37,-40,-44,-44,-53
-46,-37,-40,-39,-35,-42,-42,-44,-52
-41,-37,-38,-45,-37,-40,-47,-44,-52
-42,-37,-38,-39,-34,-37,-46,-44,-53
-40,-38,-39,-46,-33,-37,-42,-45,-52
-46,-36,-37,-44,-36,-37,-42,-42,-52
-40,-39,-39,-38,-36,-38,-41,-50,-53
-40,-37,-37,-36,-36,-37,-41,-50,-52
-46,-38,-40,-38,-34,-36,-46,-43,-52
-39,-38,-40,-37,-35,-40,-43,-42,-53
-36,-37,-38,-40,-38,-38,-40,-43,-52
-46,-37,-37,-38,-35,-37,-47,-48,-55
-40,-38,-39,-37,-38,-38,-46,-43,-55
-47,-37,-38,-37,-37,-37,-41,-44,-53
-40,-39,-40,-36,-36,-36,-45,-44,-53
-40,-38,-38,-42,-35,-39,-42,-44,-53
-40,-37,-39,-42,-37,-39,-41,-43,-53
-40,-37,-39,-39,-39,-37,-45,-46,-52
-40,-38,-39,-40,-35,-36,-41,-49,-52
-40,-37,-39,-39,-36,-37,-42,-50,-51
-39,-38,-38,-42,-36,-38,-46,-46,-52
-41,-37,-42,-38,-35,-37,-41,-43,-53
-40,-37,-42,-40,-35,-37,-41,-49,-52
-42,-38,-38,-38,-36,-40,-41,-48,-52
-40,-40,-40,-40,-35,-37,-43,-48,-52
-41,-38,-50,-36,-33,-39,-45,-50,-52
-38,-38,-40,-38,-36,-38,-41,-44,-52
-40,-37,-38,-38,-36,-36,-42,-48,-54
-40,-38,-40,-37,-37,-42,-48,-44,-51
-40,-38,-40,-36,-35,-42,-46,-49,-52
-39,-37,-38,-36,-36,-39,-41,-49,-55
-40,-37,-37,-35,-36,-38,-41,-51,-52
-40,-39,-39,-36,-35,-42,-41,-44,-52
-39,-38,-41,-35,-35,-40,-41,-49,-52
-39,-38,-38,-36,-36,-41,-41,-43,-53
-39,-38,-40,-36,-35,-42,-45,-48,-52
-48,-45,-37,-38,-35,-41,-43,-48,-53
-42,-45,-39,-39,-35,-47,-48,-48,-51
-48,-38,-46,-37,-36,-41,-40,-49,-52
-42,-38,-39,-37,-35,-38,-42,-44,-53
-47,-39,-38,-39,-37,-42,-41,-50,-54
-46,-39,-37,-37,-34,-40,-42,-49,-55
-39,-40,-36,-37,-37,-40,-42,-42,-53
-41,-39,-40,-38,-36,-40,-41,-44,-53
-40,-38,-39,-37,-35,-40,-41,-43,-53
-40,-38,-40,-37,-35,-36,-42,-49,-53
-40,-37,-37,-36,-37,-38,-41,-44,-52
-41,-37,-38,-37,-34,-36,-41,-44,-52
-40,-37,-40,-37,-35,-37,-40,-43,-53
-40,-38,-38,-37,-37,-38,-41,-43,-52
-40,-38,-40,-39,-34,-37,-41,-44,-52
-47,-37,-39,-37,-36,-38,-40,-43,-55
-46,-39,-38,-39,-37,-39,-41,-44,-53
-39,-39,-39,-38,-35,-38,-40,-50,-52
-39,-37,-37,-36,-36,-37,-42,-43,-50
-39,-38,-40,-37,-35,-39,-41,-48,-52
-40,-40,-36,-38,-34,-38,-46,-44,-54
-40,-38,-39,-39,-35,-37,-42,-49,-51
-37,-39,-39,-37,-35,-38,-40,-48,-52
-40,-38,-39,-36,-36,-39,-43,-43,-55
-41,-38,-37,-36,-36,-38,-41,-56,-54
-39,-39,-38,-37,-35,-41,-41,-49,-53
-40,-39,-37,-36,-36,-38,-41,-42,-53
-42,-38,-37,-38,-35,-38,-43,-50,-53
-40,-39,-37,-39,-36,-40,-42,-51,-53
-45,-38,-37,-40,-36,-40,-48,-50,-52
-47,-37,-37,-39,-34,-42,-41,-51,-52
-41,-37,-38,-37,-34,-36,-42,-45,-53
-41,-39,-37,-37,-35,-38,-40,-48,-54
-39,-38,-36,-38,-35,-40,-48,-48,-53
-40,-38,-38,-39,-34,-39,-40,-47,-53
-40,-40,-36,-36,-37,-36,-42,-49,-52
-40,-37,-39,-37,-36,-39,-48,-44,-52
-36,-38,-37,-37,-34,-39,-46,-49,-52
-38,-38,-38,-37,-35,-38,-41,-44,-53
-41,-39,-38,-37,-34,-38,-42,-51,-51
-41,-37,-38,-36,-36,-40,-42,-48,-54
-40,-38,-36,-36,-37,-39,-42,-43,-52
-41,-38,-37,-37,-34,-40,-41,-49,-53
-39,-41,-35,-37,-35,-39,-43,-48,-54
-43,-36,-40,-36,-36,-40,-42,-49,-52
-40,-37,-38,-38,-35,-39,-45,-44,-52
-43,-38,-35,-36,-37,-39,-46,-49,-52
-42,-40,-36,-38,-36,-40,-41,-49,-55
-41,-36,-37,-37,-35,-39,-41,-48,-53
-43,-38,-36,-37,-38,-39,-41,-44,-54
-41,-38,-36,-38,-35,-39,-48,-49,-52
-40,-37,-38,-38,-36,-40,-41,-43,-52
-39,-39,-36,-37,-36,-39,-42,-45,-53
-40,-39,-37,-36,-35,-40,-40,-42,-52
-40,-38,-38,-38,-38,-39,-42,-45,-51
-40,-39,-37,-36,-36,-40,-42,-43,-52
-41,-37,-36,-38,-35,-40,-41,-49,-54
-39,-38,-36,-38,-35,-38,-42,-41,-54
-40,-37,-38,-36,-37,-41,-46,-44,-53
-41,-38,-37,-39,-37,-40,-42,-52,-51
-44,-38,-37,-42,-34,-39,-41,-46,-53
-46,-37,-36,-41,-36,-39,-48,-48,-52
-42,-40,-37,-39,-35,-40,-41,-48,-51
-46,-38,-39,-40,-36,-39,-41,-44,-53
-43,-37,-39,-37,-36,-39,-42,-43,-53
-43,-37,-37,-37,-35,-40,-41,-48,-51
-43,-37,-36,-39,-35,-38,-41,-49,-52
-47,-41,-37,-38,-38,-39,-46,-42,-52
-42,-39,-40,-38,-36,-39,-42,-43,-54
-42,-38,-37,-38,-35,-38,-41,-54,-53
-39,-38,-38,-38,-36,-38,-41,-43,-52
-40,-37,-39,-38,-40,-38,-40,-44,-52
-41,-37,-39,-38,-37,-36,-41,-51,-52
-43,-37,-39,-35,-35,-39,-41,-50,-54
-40,-35,-38,-37,-35,-40,-48,-44,-52
-41,-39,-38,-38,-36,-38,-41,-44,-52
-40,-37,-39,-38,-38,-39,-41,-45,-52
-38,-38,-36,-38,-38,-40,-40,-49,-53
-40,-34,-35,-37,-39,-37,-43,-49,-51
-40,-38,-38,-36,-37,-38,-49,-43,-51
-37,-38,-37,-37,-37,-37,-43,-50,-53
-39,-36,-38,-42,-36,-39,-41,-49,-54
-45,-37,-40,-41,-39,-36,-41,-49,-53
-39,-39,-38,-38,-36,-41,-47,-51,-54
-41,-37,-38,-41,-34,-39,-46,-43,-53
-40,-36,-40,-36,-36,-38,-40,-44,-52
-45,-37,-40,-39,-37,-39,-46,-44,-54
-42,-37,-42,-36,-35,-41,-41,-49,-53
-48,-39,-42,-38,-35,-39,-43,-43,-51
-46,-37,-43,-37,-36,-39,-41,-48,-53
-44,-37,-43,-38,-34,-38,-41,-52,-52
-43,-38,-42,-37,-37,-39,-45,-45,-53
-47,-45,-48,-38,-35,-38,-40,-44,-53
-48,-38,-47,-39,-36,-38,-42,-43,-54
-48,-40,-42,-41,-39,-39,-42,-49,-52
-49,-37,-46,-41,-35,-38,-41,-48,-52
-47,-38,-41,-39,-35,-38,-45,-48,-53
-52,-38,-40,-38,-35,-38,-41,-43,-52
-48,-37,-49,-39,-37,-42,-41,-44,-52
-52,-38,-41,-41,-36,-37,-42,-49,-52
-49,-39,-41,-39,-35,-35,-47,-42,-56
-51,-35,-43,-38,-39,-39,-41,-50,-53
-51,-38,-41,-37,-36,-41,-41,-50,-54
-52,-37,-49,-36,-38,-38,-42,-43,-54
-51,-39,-46,-36,-38,-38,-42,-44,-54
-50,-37,-40,-36,-34,-38,-41,-49,-56
-50,-42,-40,-34,-35,-40,-39,-49,-57
-54,-40,-41,-32,-34,-41,-42,-44,-54
-52,-40,-42,-36,-35,-39,-41,-49,-56
-52,-44,-38,-35,-36,-39,-42,-45,-57
-51,-43,-38,-37,-36,-39,-41,-44,-51
-51,-40,-36,-36,-37,-38,-43,-48,-52
-49,-38,-36,-36,-37,-39,-41,-49,-54
-54,-38,-40,-35,-38,-38,-43,-48,-52
-50,-39,-37,-37,-39,-40,-41,-47,-53
-52,-37,-40,-35,-37,-39,-46,-47,-52
-52,-38,-38,-39,-35,-39,-41,-43,-52
-51,-39,-39,-38,-36,-39,-41,-48,-51
-52,-39,-43,-37,-37,-39,-41,-49,-51
-51,-37,-39,-39,-37,-40,-45,-47,-52
-53,-40,-40,-40,-39,-40,-41,-48,-51
-52,-40,-37,-39,-35,-41,-41,-43,-54
-54,-38,-39,-39,-35,-39,-43,-45,-53
-55,-39,-39,-40,-35,-38,-41,-49,-53
-52,-36,-36,-42,-35,-39,-42,-45,-54
-50,-37,-40,-50,-34,-39,-41,-46,-54
-49,-38,-37,-52,-34,-41,-42,-45,-51
-43,-37,-39,-54,-37,-40,-41,-49,-51
-48,-38,-39,-53,-36,-39,-41,-47,-52
-43,-40,-38,-55,-34,-40,-41,-49,-54
-42,-37,-38,-57,-35,-40,-46,-48,-53
-43,-39,-39,-57,-35,-38,-42,-48,-52
-49,-41,-38,-58,-33,-40,-40,-48,-50
-42,-38,-39,-63,-35,-40,-42,-49,-52
-40,-39,-41,-63,-35,-52,-47,-48,-53
-46,-38,-39,-57,-34,-42,-42,-48,-52
-40,-36,-37,-63,-33,-41,-41,-49,-52
-41,-37,-46,-62,-34,-40,-43,-50,-54
-39,-38,-38,-62,-34,-40,-41,-50,-51
-41,-38,-38,-63,-35,-39,-61,-45,-53
-40,-38,-38,-66,-34,-40,-41,-44,-51
-36,-38,-38,-60,-36,-38,-41,-50,-52
-35,-36,-37,-60,-34,-38,-46,-43,-52
-37,-37,-38,-55,-35,-39,-45,-48,-55
-36,-38,-36,-52,-35,-40,-46,-42,-51
-36,-38,-36,-53,-34,-38,-41,-42,-52
-36,-39,-39,-53,-34,-39,-41,-48,-51
-39,-38,-38,-52,-37,-38,-43,-48,-52
-36,-38,-37,-52,-36,-38,-43,-43,-53
-37,-37,-39,-48,-35,-39,-41,-48,-51
-36,-37,-40,-45,-35,-40,-43,-43,-52
-35,-40,-39,-45,-36,-40,-40,-44,-52
-39,-37,-35,-53,-34,-38,-41,-43,-52
-39,-37,-40,-50,-36,-37,-41,-48,-51
-38,-36,-37,-51,-35,-41,-41,-49,-52
-38,-39,-37,-49,-37,-41,-49,-48,-52
-39,-37,-36,-50,-34,-37,-42,-48,-52
-39,-38,-37,-52,-35,-39,-41,-45,-51
-41,-38,-40,-53,-34,-36,-40,-48,-52
-48,-37,-43,-56,-35,-39,-41,-47,-52
-53,-38,-39,-54,-34,-41,-42,-43,-51
-51,-37,-37,-56,-34,-39,-41,-48,-54
-52,-39,-41,-56,-36,-41,-49,-49,-53
-53,-38,-39,-57,-34,-40,-41,-47,-52
-54,-37,-36,-57,-37,-36,-40,-44,-53
-54,-38,-39,-56,-35,-39,-40,-48,-52
-53,-38,-38,-57,-36,-39,-41,-49,-52
